id,part,question,band,sample_answer,topic,keywords
P0010_B045,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.5,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0010_B055,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",5.5,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0010_B060,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.0,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0010_B065,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.5,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0010_B070,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.0,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0010_B075,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.5,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0010_B080,2,"Describe a person who has influenced you.
You should say:
• Who this person is
• How you know them
• What they have done
• And explain why they influenced you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",8.0,"I would like to describe person who has influenced you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",People,"about, like, describe, person, influenced, something, find, particularly, interesting, meaningful"
P0011_B020,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",2.0,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B030,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.0,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B035,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.5,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B040,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.0,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B045,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.5,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B055,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",5.5,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B060,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.0,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B065,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.5,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B070,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.0,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B075,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.5,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0011_B080,2,"Describe a place you would like to visit.
You should say:
• Where it is
• What you know about it
• What you would do there
• And explain why you want to visit this place

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",8.0,"I would like to describe place you would like to visit. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Places,"like, about, describe, place, visit, something, find, particularly, interesting, meaningful"
P0012_B020,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",2.0,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B030,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.0,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B035,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.5,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B040,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.0,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B045,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.5,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B055,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",5.5,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B060,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.0,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B065,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.5,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B070,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.0,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B075,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.5,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0012_B080,2,"Describe a memorable event in your life.
You should say:
• When it happened
• Where it happened
• Who was there
• And explain why it was memorable

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",8.0,"I would like to describe memorable event in your life. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Events,"about, like, describe, memorable, event, life, something, find, particularly, interesting"
P0013_B020,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",2.0,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B030,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.0,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B035,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.5,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B040,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.0,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B045,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.5,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B055,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",5.5,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B060,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.0,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B065,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.5,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B070,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.0,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B075,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.5,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0013_B080,2,"Describe something you own that is important to you.
You should say:
• What it is
• How you got it
• How often you use it
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",8.0,"I would like to describe something. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Objects,"something, about, like, describe, find, particularly, interesting, meaningful, based, personal"
P0014_B020,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",2.0,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B030,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.0,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B035,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.5,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B040,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.0,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B045,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.5,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B055,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",5.5,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B060,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.0,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B065,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.5,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B070,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.0,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B075,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.5,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0014_B080,2,"Describe a piece of technology you use regularly.
You should say:
• What it is
• How long you have been using it
• What you use it for
• And explain why it is important to you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",8.0,"I would like to describe piece of technology you use regularly. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Technology,"about, like, describe, piece, technology, regularly, something, find, particularly, interesting"
P0015_B020,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",2.0,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B030,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.0,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B035,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",3.5,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B040,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.0,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B045,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",4.5,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B055,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",5.5,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B060,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.0,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B065,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",6.5,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B070,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.0,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B075,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",7.5,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0015_B080,2,"Describe a book that has made a strong impression on you.
You should say:
• What kind of book it is
• When you read it
• What it is about
• And explain why it made such an impression on you

You will have to speak about the topic for 1-2 minutes.
You have 1 minute to think about what you're going to say.",8.0,"I would like to describe book that has made a strong impression on you. This is something that I find particularly interesting and meaningful. Based on my personal experience, I have several points to share about this topic. First, let me tell you about my main impressions...",Books,"about, like, describe, book, made, strong, impression, something, find, particularly"
P0016_B020,3,How has education changed in your country in the last 20 years?,2.0,"I think education is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Education,"good, things, some, think, education, important, there, well, people, like"
P0016_B030,3,How has education changed in your country in the last 20 years?,3.0,"I think education is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Education,"good, things, some, think, education, important, there, well, people, like"
P0016_B035,3,How has education changed in your country in the last 20 years?,3.5,"I think education is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Education,"good, things, some, think, education, important, there, well, people, like"
P0016_B040,3,How has education changed in your country in the last 20 years?,4.0,"I think education is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Education,"good, things, some, think, education, important, there, well, people, like"
P0016_B045,3,How has education changed in your country in the last 20 years?,4.5,"I think education is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Education,"good, things, some, think, education, important, there, well, people, like"
P0016_B055,3,How has education changed in your country in the last 20 years?,5.5,"I think education is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Education,"good, things, some, think, education, important, there, well, people, like"
P0016_B060,3,How has education changed in your country in the last 20 years?,6.0,"I think education is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Education,"there, think, education, important, issue, discuss, both, advantages, disadvantages, consider"
P0016_B065,3,How has education changed in your country in the last 20 years?,6.5,"I think education is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Education,"there, think, education, important, issue, discuss, both, advantages, disadvantages, consider"
P0016_B070,3,How has education changed in your country in the last 20 years?,7.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, education has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Education,"indeed, complex, matter, deserves, careful, consideration, perspective, education, several, important"
P0016_B075,3,How has education changed in your country in the last 20 years?,7.5,"This is indeed a complex matter that deserves careful consideration. From my perspective, education has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Education,"indeed, complex, matter, deserves, careful, consideration, perspective, education, several, important"
